L6,53.4189254,-2.9515685
PH17,56.6864534,-4.3747262
KW5,58.2871721,-3.3827428
BT36,54.6768193,-5.9562895
PL18,50.5154431,-4.2217893
TW2,51.4463540,-0.3544949
SO97,50.9484861,-1.3619614
IP7,52.0687092,0.9424582
TF13,52.5787304,-2.5824227
KY12,56.0770695,-3.4965561
RG31,51.4566563,-1.0456059
BB4,53.7037431,-2.2919089
EX22,50.8277967,-4.3680718
S3,53.3874982,-1.4740209
YO7,54.2246863,-1.3514255
HU17,53.8467937,-0.4287013
TF3,52.6674608,-2.4483576
WC1B,51.5194545,-0.1259647
LU5,51.9109540,-0.5140444
OL13,53.7008210,-2.2044339
CR44,51.3823469,-0.1328753
BT66,54.4550926,-6.3329464
DT1,50.7118787,-2.4448216
DE21,52.9340572,-1.4320438
TN32,50.9791601,0.4904213
CV35,52.2215666,-1.5932020
WV15,52.5159774,-2.3744083
HD9,53.5804475,-1.7973107
RH19,51.1256226,-0.0142356
PA8,55.9007534,-4.4531650
EH32,55.9674629,-2.9509183
G77,55.7739434,-4.3319996
OX1,51.7451905,-1.2614253
M6,53.4926929,-2.2990621
L32,53.4783273,-2.8892720
L16,53.3987049,-2.8874699
LS4,53.8105301,-1.5848257
IV18,57.7024425,-4.1548212
IV1,57.4840542,-4.2347448
G75,55.7507329,-4.1985241
CA21,54.4454251,-3.5163777
B42,52.5346593,-1.9124526
W12,51.5083087,-0.2407824
B61,52.3464135,-2.0683070
N5,51.5538671,-0.0986076
CV2,52.4244967,-1.4635562
RH1,51.2373631,-0.1576051
LL40,52.7567851,-3.8749667
B70,52.5209224,-2.0044143
BT49,55.0473469,-6.9508217
SR1,54.9061193,-1.3782118
BL4,53.5462411,-2.4015686
SL8,51.5787364,-0.7087112
TW18,51.4276663,-0.5044353
WA10,53.4542967,-2.7561819
